URL,Title,ISSN,Homepage,How to publish,Publisher,Subject Area and Category
https://www.scimagojr.com/journalsearch.php?q=21101038702&tip=sid&clean=0,Radioelectronic and Computer Systems,"18144225, 26632012",http://nti.khai.edu/ojs/index.php/reks/index,http://nti.khai.edu/ojs/index.php/reks/about/submissions#onlineSubmissions,National Aerospace University Kharkiv Aviation Institute,"Computer Science, Computer Graphics and Computer-Aided Design, Computer Networks and Communications, Hardware and Architecture, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21100857172&tip=sid&clean=0,Computation,20793197,https://www.mdpi.com/journal/computation,https://www.mdpi.com/journal/computation/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100904323&tip=sid&clean=0,EAI Endorsed Transactions on Pervasive Health and Technology,24117145,https://eudl.eu/journal/phat,https://escripts.eai.eu/paper/submit,European Alliance for Innovation,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=5800173367&tip=sid&clean=0,IET Computers and Digital Techniques,"17518601, 1751861X",https://digital-library.theiet.org/content/journals/iet-cdt,https://digital-library.theiet.org/journals/author-guide-s1,John Wiley & Sons Inc.,"Computer Science, Hardware and Architecture, Software"
https://www.scimagojr.com/journalsearch.php?q=21101076323&tip=sid&clean=0,Digital Geography and Society,26663783,https://www.sciencedirect.com/journal/digital-geography-and-society,https://www2.cloud.editorialmanager.com/diggeo/default2.aspx,Elsevier Ltd,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=7000153231&tip=sid&clean=0,IET Computer Vision,"17519632, 17519640",https://digital-library.theiet.org/content/journals/iet-cvi,https://digital-library.theiet.org/journals/author-guide#submission,John Wiley & Sons Inc.,"Computer Science, Computer Vision and Pattern Recognition, Software"
https://www.scimagojr.com/journalsearch.php?q=12170&tip=sid&clean=0,"Modeling, Identification and Control","03327353, 18901328",https://www.mic-journal.no/,https://www.mic-journal.no/for-authors/,Research Council of Norway,"Computer Science, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=21100199814&tip=sid&clean=0,Cybernetics and Information Technologies,"13119702, 13144081",http://www.cit.iit.bas.bg/,http://www.cit.iit.bas.bg/cit-inst-authors.html,"Institute of Information and Communication Technologies, Bulgarian Academy of Sciences Bulgarian Academy of Sciences in Scimago Institutions Rankings","Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=19700186865&tip=sid&clean=0,International Journal of Computer Games Technology,"16877047, 16877055",https://www.hindawi.com/journals/ijcgt/,https://www.hindawi.com/journals/ijcgt/guidelines/,Hindawi Publishing Corporation,"Computer Science, Computer Graphics and Computer-Aided Design, Human-Computer Interaction, Software"
https://www.scimagojr.com/journalsearch.php?q=21100853738&tip=sid&clean=0,ROBOMECH Journal,21974225,https://robomechjournal.springeropen.com/,https://robomechjournal.springeropen.com/submission-guidelines,Springer International Publishing AG,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21101144505&tip=sid&clean=0,Data and Policy,26323249,Homepage link not found,How to publish link not found,Cambridge University Press,"Computer Science, Artificial Intelligence, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100932470&tip=sid&clean=0,Jordanian Journal of Computers and Information Technology,"24139351, 24151076",Homepage link not found,How to publish link not found,Scientific Research Support Fund of Jordan,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101027631&tip=sid&clean=0,Journal of Privacy and Confidentiality,25758527,https://journalprivacyconfidentiality.org/index.php/jpc,https://journalprivacyconfidentiality.org/index.php/jpc/about/submissions,Cornell University,"Computer Science, Computer Science Applications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100210909&tip=sid&clean=0,Nordic Journal of Digital Literacy,"08096724, 1891943X",https://www.idunn.no/dk?languageId=2#/last_published,https://www.idunn.no/dk?languageId=2#/authors,Scandinavian University Press,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100890645&tip=sid&clean=0,International Journal of Advances in Intelligent Informatics,"24426571, 25483161",https://ijain.org/index.php/IJAIN,https://ijain.org/index.php/IJAIN/about/submissions#authorGuidelines,Universitas Ahmad Dahlan,"Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=27018&tip=sid&clean=0,Journal of Energy in Southern Africa,1021447X,https://journals.assaf.org.za/jesa,https://journals.assaf.org.za/index.php/jesa/about/submissions,"Energy Research Institute, University of Cape Town","Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100200802&tip=sid&clean=0,Journal of Information and Communication Technology,"1675414X, 21803862",http://www.jict.uum.edu.my/,http://www.jict.uum.edu.my/index.php/guidelines,Universiti Utara Malaysia Press,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=19700200915&tip=sid&clean=0,Laboratory Phonology,"18686346, 18686354",https://www.journal-labphon.org/,https://www.journal-labphon.org/about/submissions/,Open Library of Humanities,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100838145&tip=sid&clean=0,Machines,20751702,https://www.mdpi.com/journal/machines,https://www.mdpi.com/journal/machines/instructions#submission,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101054454&tip=sid&clean=0,Medicine in Novel Technology and Devices,25900935,https://www.sciencedirect.com/journal/medicine-in-novel-technology-and-devices,https://www.editorialmanager.com/medntd/default2.aspx,Elsevier B.V.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101060462&tip=sid&clean=0,Results in Control and Optimization,26667207,https://www.sciencedirect.com/journal/results-in-control-and-optimization,https://www2.cloud.editorialmanager.com/rico/default2.aspx,Elsevier B.V.,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=5300152203&tip=sid&clean=0,RIAI - Revista Iberoamericana de Automatica e Informatica Industrial,"16977912, 16977920",https://polipapers.upv.es/index.php/RIAI,https://polipapers.upv.es/index.php/RIAI/about/submissions#onlineSubmissions,Universitat Politecnica de Valencia Universitat Politecnica de Valencia in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=12400154710&tip=sid&clean=0,Transport and Telecommunication,"14076160, 14076179",https://content.sciendo.com/view/journals/ttj/ttj-overview.xml,https://content.sciendo.com/view/journals/ttj/ttj-overview.xml,Transport and Telecommunication Institute,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101021773&tip=sid&clean=0,Applied Mathematics and Nonlinear Sciences,24448656,https://sciendo.com/journal/AMNS,https://www.editorialmanager.com/amns/default2.aspx,Sciendo,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100924250&tip=sid&clean=0,Digital Health,20552076,https://journals.sagepub.com/home/dhj,https://mc.manuscriptcentral.com/dhj,SAGE Publications Inc.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=12709&tip=sid&clean=0,Information Technology and Libraries,"07309295, 21635226",https://ejournals.bc.edu/index.php/ital,https://ejournals.bc.edu/index.php/ital/about/submissions,American Library Association,"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100283367&tip=sid&clean=0,International Journal of Prognostics and Health Management,21532648,https://www.phmsociety.org/journal,https://www.phmsociety.org/journal/for-authors,PHM Society,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100774788&tip=sid&clean=0,Journal of Electromagnetic Engineering and Science,"26717255, 26717263",http://www.jees.kr/,https://mc03.manuscriptcentral.com/jees,Korean Institute of Electromagnetic Engineering and Science,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21101052930&tip=sid&clean=0,Acta Acustica,"10224793, 26814617",https://acta-acustica.edpsciences.org/,https://www.editorialmanager.com/aacus/default2.aspx,EDP Sciences,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=13427&tip=sid&clean=0,Bulletin of the Polish Academy of Sciences: Technical Sciences,"02397528, 23001917",http://journals.pan.pl/dlibra/journal/119067,https://www.editorialsystem.com/bpasts/journal/for_authors/,Polish Academy of Sciences Polish Academy of Sciences in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100773821&tip=sid&clean=0,Computer Methods in Biomechanics and Biomedical Engineering: Imaging and Visualization,"21681163, 21681171",https://www.tandfonline.com/toc/tciv20/current,https://mc.manuscriptcentral.com/tciv,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101072199&tip=sid&clean=0,EAI Endorsed Transactions on Scalable Information Systems,20329407,https://publications.eai.eu/index.php/sis/about,https://publications.eai.eu/index.php/sis/about/submissions,European Alliance for Innovation,"Computer Science, Computer Networks and Communications, Computer Science Applications, Hardware and Architecture, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101020135&tip=sid&clean=0,Systems,20798954,https://www.mdpi.com/journal/systems,https://www.mdpi.com/journal/systems/instructions,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Networks and Communications, Software"
https://www.scimagojr.com/journalsearch.php?q=19700174611&tip=sid&clean=0,Information Technology and Control,1392124X,http://www.itc.ktu.lt/index.php/ITC,http://itc.ktu.lt/index.php/ITC/about/submissions,Kauno Technologijos Universitetas Kaunas University of Technology in Scimago Institutions Rankings,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100781705&tip=sid&clean=0,Journal of Machine Engineering,"18957595, 23918071",http://www.not.pl/wydawnictwo/index_en.html,http://www.not.pl/wydawnictwo/guide_4_authors.html,Editorial Institution of Wroclaw Board of Scientific,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100199346&tip=sid&clean=0,Journal of Mathematical Cryptology,"18622976, 18622984",https://www.degruyter.com/view/journals/jmc/jmc-overview.xml,https://mc.manuscriptcentral.com/jmc,Walter de Gruyter GmbH,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=145537&tip=sid&clean=0,Journal of Universal Computer Science,"0948695X, 09486968",https://lib.jucs.org/,https://lib.jucs.org/about#Author-Guidelines,Technische Universitat Graz from Austria,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101176675&tip=sid&clean=0,Modelling,26733951,Homepage link not found,How to publish link not found,Multidisciplinary Digital Publishing Institute (MDPI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=6400153138&tip=sid&clean=0,Modelling and Simulation in Engineering,"16875591, 16875605",http://www.hindawi.com/journals/mse/,https://www.hindawi.com/journals/mse/guidelines/,Hindawi Publishing Corporation,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101060452&tip=sid&clean=0,Vietnam Journal of Computer Science,21968896,https://www.worldscientific.com/worldscinet/vjcs,https://www2.cloud.editorialmanager.com/wspc-vjcs/default2.aspx?pg=login.asp&username=,World Scientific,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics, Computer Science (miscellaneous), Computer Vision and Pattern Recognition, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21100259509&tip=sid&clean=0,E-Informatica Software Engineering Journal,"18977979, 20844840",https://www.e-informatyka.pl/,https://www.e-informatyka.pl/index.php/einformatica/how-to-submit-paper/,Wroclaw University of Technology Wroclaw University of Science and Technology in Scimago Institutions Rankings,"Computer Science, Software"
https://www.scimagojr.com/journalsearch.php?q=21100939681&tip=sid&clean=0,eJournal of eDemocracy and Open Government,20759517,https://jedem.org/index.php/jedem,https://jedem.org/index.php/jedem/about/submissions,Department for E-Governance and Administration,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=25674&tip=sid&clean=0,Lecture Notes in Computer Science,"03029743, 16113349",https://www.springer.com/de/it-informatik/lncs,https://www.springer.com/gp/computer-science/lncs/conference-proceedings-guidelines,Springer Verlag,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101077110&tip=sid&clean=0,Cognitive Computation and Systems,25177567,https://ietresearch.onlinelibrary.wiley.com/journal/25177567,https://mc.manuscriptcentral.com/shenzhen-theiet-ccs,John Wiley and Sons Inc.,"Computer Science, Artificial Intelligence, Computer Science Applications, Computer Vision and Pattern Recognition"
https://www.scimagojr.com/journalsearch.php?q=21100198475&tip=sid&clean=0,Electronic Letters on Computer Vision and Image Analysis,15775097,https://elcvia.cvc.uab.es/,https://elcvia.cvc.uab.es/about/submissions#onlineSubmissions,Centre de Visio per Computador Centre de Visio per Computador in Scimago Institutions Rankings,"Computer Science, Computer Vision and Pattern Recognition, Software"
https://www.scimagojr.com/journalsearch.php?q=21100440523&tip=sid&clean=0,Interaction Design and Architecture(s),"18269745, 22832998",http://interfacce.mifav.uniroma2.it/inevent/events/idea2010/index.php?s=9#,http://ixdea-2018.uniroma2.it/ojs/index.php/ixdea/about/submissions,ASLERD,"Computer Science, Computer Science Applications, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21100996100&tip=sid&clean=0,International Journal of Population Data Science,23994908,https://ijpds.org/,https://ijpds.org/author-guidelines,Swansea University,"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101170600&tip=sid&clean=0,Psychoradiology,26344416,Homepage link not found,How to publish link not found,Oxford University Press,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21101021791&tip=sid&clean=0,AIMS Electronics and Electrical Engineering,25781588,https://www.aimspress.com/journal/electreng,https://aimspress.jams.pub/,American Institute of Mathematical Sciences,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101079250&tip=sid&clean=0,Blockchain in Healthcare Today,25738240,https://blockchainhealthcaretoday.com/index.php/journal,https://blockchainhealthcaretoday.com/index.php/journal/authors,Partners in Digital Health,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=145262&tip=sid&clean=0,Journal of the Brazilian Computer Society,"01046500, 16784804",https://journal-bcs.springeropen.com/,https://www.editorialmanager.com/jbcs/default.aspx,Brazilian Computing Society,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100874186&tip=sid&clean=0,Computer Assisted Surgery,24699322,https://www.tandfonline.com/loi/icsu20,https://www.tandfonline.com/action/authorSubmission?journalCode=icsu21&page=instructions#subs,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=19300157037&tip=sid&clean=0,Computer Science and Information Systems,"18200214, 24061018",http://www.comsis.org/,http://www.comsis.org/information.php,ComSIS Consortium,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100826286&tip=sid&clean=0,Fuzzy Information and Engineering,"16168658, 16168666",https://www.tandfonline.com/loi/tfie20,https://www.editorialmanager.com/tfie/default.aspx,Tsinghua University Press Tsinghua University in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100940509&tip=sid&clean=0,Geomatics and Environmental Engineering,"18981135, 23007095",https://www.gaee.agh.edu.pl/index.php/gaee/index,https://www.gaee.agh.edu.pl/index.php/gaee/authorguidelines,AGH University of Science and Technology Press,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100842159&tip=sid&clean=0,International Review of Applied Sciences and Engineering,"20620810, 20634269",https://akademiai.com/loi/1848,https://akademiai.com/loi/1848,Akademiai Kiado,"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100818504&tip=sid&clean=0,Journal of Medical Signals and Sensors,22287477,http://jmss.mui.ac.ir/index.php/jmss,http://jmss.mui.ac.ir/index.php/jmss/about/submissions#authorGuidelines,Wolters Kluwer Medknow Publications,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101027245&tip=sid&clean=0,Journal of Statistical Theory and Applications,"15387887, 22141766",https://www.springer.com/journal/44199,https://www.editorialmanager.com/jsta/default2.aspx,Springer International Publishing AG,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100208036&tip=sid&clean=0,Foundations of Computing and Decision Sciences,"08676356, 23003405",https://content.sciendo.com/view/journals/fcds/fcds-overview.xml,How to publish link not found,Walter de Gruyter GmbH,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100224419&tip=sid&clean=0,International Journal of Computer Science in Sport,16844769,https://content.sciendo.com/view/journals/ijcss/ijcss-overview.xml,https://content.sciendo.com/view/journals/ijcss/ijcss-overview.xml?tab_body=editorialContent-79129,International Association of Computer Science in Sport,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100197345&tip=sid&clean=0,Journal of Robotics and Mechatronics,"09153942, 18838049",https://www.fujipress.jp/jrm/rb/,https://www.fujipress.jp/jrm/rb-authors/,Fuji Technology Press,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101028597&tip=sid&clean=0,Ledger,23795980,https://ledger.pitt.edu/ojs/ledger/index,https://ledger.pitt.edu/ojs/ledger/about/submissions,"University Library System, University of Pittsburgh University of Pittsburgh in Scimago Institutions Rankings","Computer Science, Computer Science Applications, Computer Science (miscellaneous), Software"
https://www.scimagojr.com/journalsearch.php?q=21100255064&tip=sid&clean=0,Mendel,18033814,https://mendel-journal.org/index.php/mendel,https://mendel-journal.org/index.php/mendel/about/submissions,Brno University of Technology Brno University of Technology in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101091183&tip=sid&clean=0,Systems and Soft Computing,27729419,https://www.sciencedirect.com/journal/systems-and-soft-computing,https://www2.cloud.editorialmanager.com/sasc/default2.aspx,Academic Press,"Computer Science, Computational Theory and Mathematics, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=24258&tip=sid&clean=0,Inteligencia Artificial,11373601,https://journal.iberamia.org/index.php/intartif/index,https://journal.iberamia.org/index.php/intartif/information/authors,Asociacion Espanola de Inteligencia Artificial,"Computer Science, Artificial Intelligence, Software"
https://www.scimagojr.com/journalsearch.php?q=19900191968&tip=sid&clean=0,Journal of Communications Software and Systems,18456421,https://jcomss.fesb.unist.hr/index.php/jcomss,https://jcomss.fesb.unist.hr/index.php/jcomss/about/submissions#onlineSubmissions,University of Split University of Split in Scimago Institutions Rankings,"Computer Science, Software"
https://www.scimagojr.com/journalsearch.php?q=21100824667&tip=sid&clean=0,Image Processing On Line,21051232,https://www.ipol.im/,https://www.ipol.im/meta/submission/,IPOL - Image Processing on Line,"Computer Science, Signal Processing, Software"
https://www.scimagojr.com/journalsearch.php?q=21100787102&tip=sid&clean=0,International Biomechanics,23335432,https://www.tandfonline.com/toc/tbbe20/current,https://mc.manuscriptcentral.com/tbbe,Taylor and Francis Ltd.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=18000156702&tip=sid&clean=0,Advances in Electrical and Computer Engineering,"15827445, 18447600",http://www.aece.ro/,https://www.aece.ro/openconf/openconf.php,University of Suceava Stefan Cel Mare University in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100983350&tip=sid&clean=0,Baltic Journal of Modern Computing,"22558942, 22558950",https://www.bjmc.lu.lv/,https://www.bjmc.lu.lv/for-authors/instructions-for-authors/,"University of Latvia, Institute of Mathematics and Informatics","Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101055724&tip=sid&clean=0,Digital Chinese Medicine,"2096479X, 25893777",https://www.keaipublishing.com/en/journals/digital-chinese-medicine/,https://www.editorialmanager.com/dcmed/default2.aspx,KeAi Communications Co.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=19700175752&tip=sid&clean=0,Logical Methods in Computer Science,18605974,https://lmcs.episciences.org/,https://lmcs.episciences.org/page/authors-submit#guidelines,Technischen Universitat Braunschweig Technische Universitat Braunschweig in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101098755&tip=sid&clean=0,Telemedicine Reports,26924366,https://home.liebertpub.com/publications/telemedicine-reports/663,https://mc.manuscriptcentral.com/telemedicinereports,Mary Ann Liebert Inc.,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100248929&tip=sid&clean=0,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",16821750,https://www.isprs.org/publications/archives.aspx,https://www.isprs.org/documents/orangebook/app5.aspx,,"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101070987&tip=sid&clean=0,Advances in Science and Technology Research Journal,22998624,http://www.astrj.com/,https://www.editorialsystem.com/astrj,Politechnika Lubelska,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100201051&tip=sid&clean=0,Annals of Library and Information Studies,"09725423, 09752404",http://op.niscair.res.in/index.php/ALIS,http://op.niscair.res.in/index.php/ALIS/about/submissions#authorGuidelines,National Institute of Science Communication and Information Resources (NISCAIR),"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101044727&tip=sid&clean=0,Informatics and Automation,"27133192, 27133206",http://ia.spcras.ru/index.php/sp,http://ia.spcras.ru/index.php/sp/author-guide,St. Petersburg Federal Research Center of the  Russian Academy of Sciences,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100268428&tip=sid&clean=0,Journal of ICT Research and Applications,23375787,http://journals.itb.ac.id/index.php/jictra/index,http://journals.itb.ac.id/index.php/jictra/about/submissions#onlineSubmissions,Institut Teknologi Bandung (ITB),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100843325&tip=sid&clean=0,Supercomputing Frontiers and Innovations,"23138734, 24096008",http://superfri.org/superfri,http://superfri.org/superfri/about/submissions#authorGuidelines,South Ural State University Southern Ural State University in Scimago Institutions Rankings,"Computer Science, Computational Theory and Mathematics, Computer Networks and Communications, Computer Science Applications, Hardware and Architecture, Information Systems, Software"
https://www.scimagojr.com/journalsearch.php?q=21101021169&tip=sid&clean=0,Applied Computer Science,"18953735, 23536977",http://www.acs.pollub.pl/,https://ph.pollub.pl/index.php/acs/about/submissions,Polish Association for Knowledge Promotion,"Computer Science, Artificial Intelligence, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101070780&tip=sid&clean=0,CommIT Journal,"19792484, 24607010",https://journal.binus.ac.id/index.php/commit/index,https://journal.binus.ac.id/index.php/commit/about/submissions,Bina Nusantara University,"Computer Science, Computer Networks and Communications, Computer Science (miscellaneous), Information Systems"
https://www.scimagojr.com/journalsearch.php?q=20000195009&tip=sid&clean=0,International Journal of Electronics and Telecommunications,"20818491, 23001933",http://ijet.pl/index.php/ijet,http://ijet.pl/index.php/ijet/about/submissions#authorGuidelines,"Polish Academy of Sciences, Committee of Electronics and Telecommunications","Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=19700166503&tip=sid&clean=0,Journal of Advanced Computational Intelligence and Intelligent Informatics,"13430130, 18838014",https://www.fujipress.jp/jaciii/jc/,https://mc.manuscriptcentral.com/jaciii,Fuji Technology Press,"Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21101138522&tip=sid&clean=0,Journal of Applied Engineering and Technological Science,"27156079, 27156087",https://journal.yrpipku.com/index.php/jaets,https://journal.yrpipku.com/index.php/jaets/about/submissions,,"Computer Science, Computer Science (miscellaneous), Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101052917&tip=sid&clean=0,Mathematical Foundations of Computing,25778838,https://www.aimsciences.org/mfc,https://www.aimsciences.org/mfc/submitapaper,American Institute of Mathematical Sciences,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics"
https://www.scimagojr.com/journalsearch.php?q=21100810444&tip=sid&clean=0,Telfor Journal,"18213251, 23349905",http://journal.telfor.rs/Public/Home.aspx,http://journal.telfor.rs/Public/InformationForAuthors.aspx,Academic Mind,"Computer Science, Computer Networks and Communications, Signal Processing, Software"
https://www.scimagojr.com/journalsearch.php?q=21100928218&tip=sid&clean=0,"Vestnik Samarskogo Gosudarstvennogo Tekhnicheskogo Universiteta, Seriya Fiziko-Matematicheskie Nauki","19918615, 23107081",https://www.mathnet.ru/php/journal.phtml?jrnid=vsgtu&option_lang=eng,https://journals.eco-vector.com/1991-8615/about/submissions,Samara State Technical University,"Computer Science, Software"
https://www.scimagojr.com/journalsearch.php?q=21101092539&tip=sid&clean=0,Advances in Distributed Computing and Artificial Intelligence Journal,22552863,https://revistas.usal.es/cinco/index.php/2255-2863/,https://revistas.usal.es/cinco/index.php/2255-2863/about/submissions,University of Salamanca Universidad de Salamanca in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100826268&tip=sid&clean=0,Computer Science,"15082806, 23007036",https://journals.agh.edu.pl/csci,https://journals.agh.edu.pl/csci/about/submissions#onlineSubmissions,AGH University of Science and Technology AGH University of Science and Technology in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics, Computer Graphics and Computer-Aided Design, Computer Networks and Communications, Computer Science (miscellaneous), Computer Vision and Pattern Recognition"
https://www.scimagojr.com/journalsearch.php?q=21101131495&tip=sid&clean=0,Edutec,11359250,https://www.edutec.es/revista/index.php/edutec-e,https://www.edutec.es/revista/index.php/edutec-e/about/submissions,"GTE-Educational Technology Group, University of the Balearic Islands","Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101033322&tip=sid&clean=0,International Journal on Informatics Visualization,25499904,https://joiv.org/index.php/joiv/index,https://joiv.org/index.php/joiv/about/submissions#onlineSubmissions,Politeknik Negeri Padang,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100944646&tip=sid&clean=0,SiSal Journal,21853762,https://sisaljournal.org/,https://sisaljournal.org/for-authors/,Kanda University of International Studies,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101167511&tip=sid&clean=0,Advanced Intelligent Systems,26404567,Homepage link not found,How to publish link not found,John Wiley and Sons Inc.,"Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition, Human-Computer Interaction"
https://www.scimagojr.com/journalsearch.php?q=21101044836&tip=sid&clean=0,Journal of Computer Science and Technology(Argentina),"16666038, 16666046",https://journal.info.unlp.edu.ar/,https://journal.info.unlp.edu.ar/JCST/about/submissions,"Facultad de Informatica, Universidad Nacional de La Plata","Computer Science, Artificial Intelligence, Computer Science Applications, Computer Science (miscellaneous), Computer Vision and Pattern Recognition, Hardware and Architecture, Software"
https://www.scimagojr.com/journalsearch.php?q=21101116677&tip=sid&clean=0,Journal of Information Systems Engineering and Management,24684376,https://www.jisem-journal.com/,https://www.jisem-journal.com/home/submission-guidelines,IADITI – International Association for Digital Transformation and Technological Innovation,"Computer Science, Information Systems"
