URL,Title,ISSN,Homepage,How to publish,Publisher,Subject Area and Category
https://www.scimagojr.com/journalsearch.php?q=21101039901&tip=sid&clean=0,Journal of Language Modelling,"22998470, 2299856X",https://jlm.ipipan.waw.pl/index.php/JLM,https://jlm.ipipan.waw.pl/index.php/JLM/about/submissions,"Institute of Computer Science, Polish Academy of Sciences","Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100845659&tip=sid&clean=0,Revista Chilena de Derecho y Tecnologia,"07192576, 07192584",https://rchdt.uchile.cl/,https://rchdt.uchile.cl/index.php/RCHDT/about/submissions,Universidad de Chile Universidad de Chile in Scimago Institutions Rankings,"Computer Science, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100812121&tip=sid&clean=0,Serbian Journal of Electrical Engineering,"14514869, 22177183",http://www.journal.ftn.kg.ac.rs/,http://www.journal.ftn.kg.ac.rs/Instructions.htm,,"Computer Science, Computer Networks and Communications, Hardware and Architecture"
https://www.scimagojr.com/journalsearch.php?q=21100781706&tip=sid&clean=0,South African Computer Journal,"10157999, 23137835",http://sacj.cs.uct.ac.za/,https://sacj.cs.uct.ac.za/index.php/sacj/about/submissions,South African Institute of Computer Scientists and Information Technologists,"Computer Science, Computer Networks and Communications, Computer Science Applications, Human-Computer Interaction, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100899864&tip=sid&clean=0,ECTI Transactions on Computer and Information Technology,22869131,https://ph01.tci-thaijo.org/index.php/ecticit/issue/view/16523,https://ph01.tci-thaijo.org/index.php/ecticit/about/submissions,ECTI Association Sirindhon International Institute of Technology,"Computer Science, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=28347&tip=sid&clean=0,Journal of Graph Algorithms and Applications,15261719,http://jgaa.info/,http://jgaa.info/authors.jsp,Brown University Brown University in Scimago Institutions Rankings,"Computer Science, Computational Theory and Mathematics, Computer Science Applications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100229111&tip=sid&clean=0,Journal of Telecommunications and Information Technology,"15094553, 18998852",https://www.jtit.pl/jtit,https://www.jtit.pl/jtit/about/submissions,National Institute of Telecommunications National Institute of Telecommunications in Scimago Institutions Rankings,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100791249&tip=sid&clean=0,Pakistan Journal of Information Management and Libraries,24097462,http://journals.pu.edu.pk/journals/index.php/pjiml/index,http://journals.pu.edu.pk/journals/index.php/pjiml/about/submissions#onlineSubmissions,"Department of Information Management, University of the Punjab University of the Punjab, Lahore in Scimago Institutions Rankings","Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100942928&tip=sid&clean=0,"Revista de Internet, Derecho y Politica",16998154,https://raco.cat/index.php/IDP,https://raco.cat/index.php/IDP/about/submissions,Universitat Oberta de Catalunya Universitat Oberta de Catalunya in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=144988&tip=sid&clean=0,Revue Francaise de Photogrammetrie et de Teledetection,17689791,https://www.sfpt.fr/rfpt/index.php/RFPT/,https://www.sfpt.fr/rfpt/index.php/RFPT/about/submissions,Soc. Francaise de Photogrammetrie et de Teledetection,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101150080&tip=sid&clean=0,"SICE Journal of Control, Measurement, and System Integration",18849970,Homepage link not found,How to publish link not found,Taylor and Francis Ltd.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100244944&tip=sid&clean=0,"Electronic Proceedings in Theoretical Computer Science, EPTCS",20752180,http://www.eptcs.org/,http://info.eptcs.org/,Open Publishing Association,"Computer Science, Software"
https://www.scimagojr.com/journalsearch.php?q=21101021535&tip=sid&clean=0,GI_Forum,23081708,https://verlag.oeaw.ac.at/en/journal/gi-forum/76,How to publish link not found,Austrian Acedemy of Sciences Press,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100199333&tip=sid&clean=0,"Groups, Complexity, Cryptology","18671144, 18696104",https://www.degruyter.com/view/journals/gcc/gcc-overview.xml,How to publish link not found,,"Computer Science, Computational Theory and Mathematics, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100903186&tip=sid&clean=0,International Journal of Computational Methods and Experimental Measurements,"20460546, 20460554",Homepage link not found,How to publish link not found,International Information and Engineering Technology Association,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=19700202714&tip=sid&clean=0,Journal of Information and Organizational Sciences,"18463312, 18469418",https://jios.foi.hr/index.php/jios/about,https://jios.foi.hr/index.php/jios/about/submissions,"University of Zagreb, Faculty of Organization and Informatics","Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=19600157312&tip=sid&clean=0,Scientific Annals of Computer Science,"18438121, 22482695",https://www.info.uaic.ro/en/scientific-annals-of-computer-science/about/,https://www.info.uaic.ro/en/scientific-annals-of-computer-science/submissions/,Alexandru Ioan Cuza University of Iasi,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100833036&tip=sid&clean=0,Texto Livre,19833652,https://periodicos.ufmg.br/index.php/textolivre/,https://periodicos.ufmg.br/index.php/textolivre/about/submissions,Universidade Federal de Minas Gerais Universidade Federal de Minas Gerais in Scimago Institutions Rankings,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100242828&tip=sid&clean=0,"Revista de Direito, Estado e Telecomunicacoes","19848161, 19849729",Homepage link not found,How to publish link not found,Universidade de Brasilia Universidade de Brasilia in Scimago Institutions Rankings,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=78470&tip=sid&clean=0,Discrete Mathematics and Theoretical Computer Science,"13658050, 14627264",https://dmtcs.episciences.org/,https://dmtcs.episciences.org/page/submissions,Maison de l'informatique et des mathematiques discretes,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101133424&tip=sid&clean=0,Ingenius,"1390650X, 1390860X",https://ingenius.ups.edu.ec/index.php/ingenius/,https://ingenius.ups.edu.ec/index.php/ingenius/about/submissions,Universidad Politecnica Salesiana Universidad Politecnica Salesiana in Scimago Institutions Rankings,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101021053&tip=sid&clean=0,Revista Colombiana de Computacion,"16572831, 25392115",https://revistas.unab.edu.co/index.php/rcc,https://revistas.unab.edu.co/index.php/rcc/about/submissions,Universidad Autonoma de Bucaramanga,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100901898&tip=sid&clean=0,Revista Digital de Biblioteconomia e Ciencia da Informacao,1678765X,https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/,https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/about/submissions,Universidade Estadual de Campinas Universidade Estadual de Campinas in Scimago Institutions Rankings,"Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100855805&tip=sid&clean=0,Computer Research and Modeling,"20767633, 20776853",http://crm-en.ics.org.ru/,http://crm-en.ics.org.ru/journal/page/authors/,Institute of Computer Science,"Computer Science, Computational Theory and Mathematics, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100935898&tip=sid&clean=0,Computer Science Journal of Moldova,15614042,http://www.math.md/en/publications/csjm/,http://www.math.md/en/publications/csjm/instructions-authors/,Institute of Mathematics and Computer Science of Moldova,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics, Computer Networks and Communications, Computer Science Applications, Software"
https://www.scimagojr.com/journalsearch.php?q=21100818502&tip=sid&clean=0,Journal of Information Systems and Telecommunication,"23221437, 23452773",http://www.jist.ir/,http://www.jist.ir/Journal/Help,"Iranian Academic Center for Education, Culture and Research Academic Center for Education Culture and Research in Scimago Institutions Rankings","Computer Science, Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Computer Vision and Pattern Recognition, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101094914&tip=sid&clean=0,Observational Studies,27673324,https://muse.jhu.edu/journal/793,https://obs.scholasticahq.com/for-authors,University of Pennsylvania Press University of Pennsylvania in Scimago Institutions Rankings,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101073954&tip=sid&clean=0,CLEI Eletronic Journal (CLEIej),07175000,https://www.clei.org/cleiej/index.php/cleiej,https://www.clei.org/cleiej/index.php/cleiej/about/submissions,,"Computer Science, Computer Science Applications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101157925&tip=sid&clean=0,Communications in Analysis and Mechanics,28363310,Homepage link not found,How to publish link not found,American Institute of Mathematical Sciences,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100327713&tip=sid&clean=0,International Journal of Automation and Smart Technology,22239766,https://www.ausmt.org/index.php/AUSMT,https://www.ausmt.org/index.php/AUSMT/about/submissions#onlineSubmissions,Chinese Institute of Automation Engineers,"Computer Science, Artificial Intelligence, Hardware and Architecture, Human-Computer Interaction, Signal Processing"
https://www.scimagojr.com/journalsearch.php?q=21101018670&tip=sid&clean=0,Izvestiya of Saratov University. Mathematics. Mechanics. Informatics,"18169791, 25419005",https://mmi.sgu.ru/en,https://mmi.sgu.ru/en/user/register,Saratov National Research State University,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=25064&tip=sid&clean=0,Journal of Electronic Publishing,10802711,http://www.journalofelectronicpublishing.org/,https://journalofelectronicpublishing.submittable.com/submit,"University of Michigan Press University of Michigan, Ann Arbor in Scimago Institutions Rankings","Computer Science, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101101245&tip=sid&clean=0,"Journal of Mechatronics, Electrical Power, and Vehicular Technology","20873379, 20886985",https://mev.brin.go.id/mev,https://mev.brin.go.id/index.php/mev/about/submissions#onlineSubmissions,National Research and Innovation Agency (BRIN),"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=19900188004&tip=sid&clean=0,Observatorio,"08748810, 16465954",http://obs.obercom.pt/index.php/obs/index,http://obs.obercom.pt/index.php/obs/about/submissions#onlineSubmissions,OberCom - Observatorio da Comunicacao,"Computer Science, Computer Networks and Communications"
https://www.scimagojr.com/journalsearch.php?q=21100197714&tip=sid&clean=0,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,16469895,http://www.risti.xyz/index.php?lang=pt,http://www.risti.xyz/index.php?option=com_content&view=article&id=25&Itemid=124&lang=pt,Associacao Iberica de Sistemas e Tecnologias de Informacao (AISTI),"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101030114&tip=sid&clean=0,"Scientific and Technical Journal of Information Technologies, Mechanics and Optics","22261494, 25000373",https://ntv.ifmo.ru/,https://ntv.ifmo.ru/en/stat/2/Rules_for_presentation_of_papers.htm,ITMO University,"Computer Science, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21101168860&tip=sid&clean=0,Discrete and Continuous Models and Applied Computational Science,"26584670, 26587149",Homepage link not found,How to publish link not found,Peoples' Friendship University of Russia,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100199727&tip=sid&clean=0,Journal of Computing and Information Technology,"13301136, 18463908",http://cit.fer.hr/index.php/CIT,http://cit.fer.hr/index.php/CIT/about/submissions#onlineSubmissions,University of Zagreb Faculty of Electrical Engineering and Computing,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21101176845&tip=sid&clean=0,Journal of Engineering and Technology for Industrial Applications,24470228,Homepage link not found,How to publish link not found,Galileo Institute of Technology and Education of the Amazon (ITEGAM),"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=21101051699&tip=sid&clean=0,System Research and Information Technologies,"16816048, 23088893",http://journal.iasa.kpi.ua/,http://journal.iasa.kpi.ua/about/submissions,National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics"
https://www.scimagojr.com/journalsearch.php?q=40067&tip=sid&clean=0,Proceedings of SPIE - The International Society for Optical Engineering,"0277786X, 1996756X",https://www.spiedigitallibrary.org/conference-proceedings-of-spie?_ga=2.142293746.1315742792.1572420710-2065374202.1572420710&SSO=1,How to publish link not found,SPIE,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21101128459&tip=sid&clean=0,"Aibi, Revista de Investigacion Administracion e Ingenierias",2346030X,https://revistas.udes.edu.co/aibi,https://revistas.udes.edu.co/aibi/about/submissions,Universidad de Santander,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100217007&tip=sid&clean=0,Iranian Journal of Information Processing Management,"22518223, 22518231",https://jipm.irandoc.ac.ir/en,https://jipm.irandoc.ac.ir/files/site1/files/awt_thumbnails/Submission_Guideline.pdf,Iranian Research Institute for Information Science and Technology,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=5800207596&tip=sid&clean=0,Linguistica,"11320214, 2079312X",https://www.mundoalfal.org/es/content/ling%C3%BC%C3%ADstica,https://www.mundoalfal.org/sites/default/files/revista/Instruc_autores_2020_esp.pdf,Asociacion de Linguistica y Filologia de la America Latina,"Computer Science, Artificial Intelligence"
https://www.scimagojr.com/journalsearch.php?q=6400153142&tip=sid&clean=0,Advances in Multimedia,"16875680, 16875699",http://www.hindawi.com/journals/am/,https://www.hindawi.com/journals/am/guidelines/,Hindawi Limited,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=21100778845&tip=sid&clean=0,Advances in Soft Computing,"16153871, 18600794",Homepage link not found,How to publish link not found,Springer Science + Business Media,"Computer Science, Computer Science Applications, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=19900191717&tip=sid&clean=0,ALT-J: Research in Learning Technology,"09687769, 17411629",https://journal.alt.ac.uk/index.php/rlt,https://journal.alt.ac.uk/index.php/rlt/about/submissions,University of Wales Press,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100903490&tip=sid&clean=0,Education in the Knowledge Society,24448729,https://revistas.usal.es/index.php/eks/index,https://revistas.usal.es/index.php/eks/about/submissions#onlineSubmissions,Ediciones Universidad de Salamanca Universidad de Salamanca in Scimago Institutions Rankings,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=20569&tip=sid&clean=0,Electronic Notes in Theoretical Computer Science,15710661,https://www.journals.elsevier.com/electronic-notes-in-theoretical-computer-science,How to publish link not found,Elsevier B.V.,"Computer Science, Computer Science (miscellaneous)"
https://www.scimagojr.com/journalsearch.php?q=17600155043&tip=sid&clean=0,"Journal of Computer Systems, Networks, and Communications","16877381, 1687739X",https://www.hindawi.com/journals/jcnc/,https://www.hindawi.com/journals/jcnc/guidelines/,Hindawi Publishing Corporation,"Computer Science, Computer Networks and Communications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=21100464658&tip=sid&clean=0,Journal of innovation in health informatics,"20584555, 20584563",https://hijournal.bcs.org/index.php/jhi/index,https://hijournal.bcs.org/index.php/jhi/about/submissions#authorGuidelines,"BCS, The Chartered Institute for IT","Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=20980&tip=sid&clean=0,Journal of Mechanical Engineering Research and Developments,10241752,Homepage link not found,How to publish link not found,Science China Press,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100222913&tip=sid&clean=0,Journal of Modern Transportation,"2095087X, 21960577",https://www.springer.com/journal/40534,https://www.editorialmanager.com/jmtr/default.aspx,Springer International Publishing AG,"Computer Science, Computer Science Applications"
https://www.scimagojr.com/journalsearch.php?q=21100793186&tip=sid&clean=0,SPIIRAS Proceedings,"20789181, 20789599",http://proceedings.spiiras.nw.ru/index.php/sp,http://proceedings.spiiras.nw.ru/index.php/sp/about/submissions,St. Petersburg Institute for Informatics and Automation of the Russian academy of sciences Saint Petersburg Institute for Informatics and Automation Russian Academy of Sciences in Scimago Institutions Rankings,"Computer Science, Artificial Intelligence, Computational Theory and Mathematics, Computer Networks and Communications, Computer Science Applications, Information Systems"
https://www.scimagojr.com/journalsearch.php?q=4400151723&tip=sid&clean=0,Webology,1735188X,Homepage link not found,How to publish link not found,Info Science Publisher,"Computer Science, Human-Computer Interaction, Software"
